"","num_threads","Vertex Count","Parallel","Serial","ratio"
"1",2,512,579.109985,1113.593018,0.520037370600684
"2",4,512,339.859009,1112.628052,0.305456085157199
"3",8,512,198.625,1119.64502,0.177399976288913
"4",16,512,119.836998,1122.072021,0.106799738124831
"5",32,512,176.556,1121.574951,0.157417923646192
"6",64,512,278.497009,1119.942017,0.248670917576619
