"","num_threads","Vertex Count","Parallel","Serial","ratio"
"1",2,256,92.879997,140.235001,0.662316799213343
"2",4,256,70.331001,141.197006,0.498105469743459
"3",8,256,36.021,140.794998,0.2558400547724
"4",16,256,25.408001,141.169006,0.179982856860237
"5",32,256,46.715,155.563004,0.300296335239194
"6",64,256,68.199997,143.794998,0.474286296106072
